State,Issuer_Id,Issuer_Name,Is_Issuer_New_to_Exchange,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_In_Network,Denial_Rate,Plan_Id,Plan_Type,Metal_Level,Plan_Claims_Received,Plan_Claims_Received_In_Network,Plan_Claims_Received_Out_Of_Network,Plan_Claims_Denied,Plan_Claims_Denied_In_Network,Plan_Claims_Denied_Out_Of_Network,Plan_Denial_Rate,Plan_Claims_Denial_Rate_In_Network,Plan_Claims_Denial_Rate_Out_Of_Network,Plan_Claims_Resubmitted_In_Network,Plan_Claims_Resubmitted_Out_Of_Network,Plan_Claims_Denied_Due_To_Referral_Required,Plan_Claims_Denied_Due_To_Out_Of_Network,Plan_Claims_Denied_Due_To_Services_Excluded,Plan_Claims_Denied_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Due_To_Member_Not_Covered,Plan_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Due_To_Administrative_Reason,Plan_Claims_Denied_Due_To_Other,Plan_Claims_Denied_Proportion_Due_To_Referral_Required,Plan_Claims_Denied_Proportion_Due_To_Services_Excluded,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Proportion_Due_To_Member_Not_Covered,Plan_Claims_Denied_Proportion_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Proportion_Due_To_Administrative_Reason,Plan_Claims_Denied_Proportion_Due_To_Other,Average_Monthly_Enrollment,Average_Monthly_Disenrollment
FL,86382,Sunshine State Health Plan,No,5463460,922681,0.155386861,86382FL0050019,HMO,Gold,482203,325998,156205,80484,60045,20439,0.166908957,0.184188247,0.130847284,26170,881,28256,10081,20737,10487,10221,266,17572,7693,**,28936,13882,0.221506236,0.162562812,0.082210359,0.080125115,0.002085244,0.137751542,0.060307456,,0.226836935,0.108824659,26442,6329
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010001,HMO,Silver,25932,25286,646,3901,3524,377,0.150431899,0.139365657,0.583591331,3598,129,301,**,638,,**,**,129,223,**,1876,2044,0.057762426,0.122433314,,,,0.024755325,0.042794089,,0.360007676,0.392247169,456,49
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010007,HMO,Gold,64009,62323,1686,8300,7358,942,0.129669265,0.118062353,0.558718861,10492,155,936,14,1271,,**,**,249,517,**,3318,5420,0.079924857,0.108530441,,,,0.021262061,0.044146529,,0.283323371,0.46281274,1161,142
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010008,HMO,Catastrophic,754,692,62,101,81,20,0.133952255,0.117052023,0.322580645,160,**,**,**,33,,**,**,**,12,**,41,70,,0.211538462,,,,,0.076923077,,0.262820513,0.448717949,56,**
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010009,HMO,Bronze Expanded,103756,101404,2352,12304,10779,1525,0.118585913,0.106297582,0.648384354,14168,311,1657,56,1830,,**,**,953,334,**,4790,6988,0.100108748,0.110560657,,,,0.057576124,0.02017883,,0.28939101,0.42218463,2661,242
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010011,HMO,Bronze Expanded,35983,35113,870,4572,4043,529,0.127060001,0.11514254,0.608045977,5922,109,529,22,979,,**,**,250,181,**,1568,3000,0.081297065,0.150453358,,,,0.038420163,0.027816198,,0.240971262,0.461041955,902,130
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010012,HMO,Silver,17390,16691,699,2606,2223,383,0.149856239,0.133185549,0.547925608,2880,95,331,**,606,,**,**,81,119,**,904,1814,0.085862516,0.157198444,,,,0.021011673,0.030869001,,0.234500649,0.470557717,312,43
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010013,HMO,Silver,54234,53144,1090,6231,5473,758,0.114891028,0.102984344,0.695412844,8030,128,788,36,953,,**,**,279,357,**,1729,5132,0.085299848,0.103160857,,,,0.030201342,0.038644728,,0.187161723,0.5555315,867,85
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0010015,HMO,Gold,20513,20174,339,2473,2245,228,0.120557695,0.111281848,0.672566372,3436,27,293,**,415,,**,**,58,108,**,879,1831,0.081752232,0.115792411,,,,0.016183036,0.030133929,,0.245256696,0.510881696,424,60
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0020001,POS,Silver,1538,1461,77,201,201,**,0.130689207,0.137577002,,163,**,12,**,26,,**,**,**,**,**,106,80,0.053571429,0.116071429,,,,,,,0.473214286,0.357142857,30,**
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0020003,POS,Bronze Expanded,10950,10599,351,1303,1175,128,0.118995434,0.110859515,0.364672365,1570,20,87,**,210,,**,**,26,27,**,414,1111,0.0464,0.112,,,,0.013866667,0.0144,,0.2208,0.592533333,295,43
WI,86584,"Aspirus Health Plan, Inc.",No,430766,48665,0.124337612,86584WI0020005,POS,Bronze Expanded,15,15,**,,**,**,,,,**,**,**,**,**,,**,**,**,**,**,**,**,,,,,,,,,,,**,0
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0060007,HMO,Silver,79648,54136,25512,14943,9477,5466,0.187612997,0.17505911,0.214252117,5424,231,4241,2819,4819,2515,2458,57,2932,952,**,4519,3258,0.182518506,0.207393699,0.108237218,0.105784128,0.00245309,0.126183508,0.040970907,,0.194482699,0.140213462,1206,219
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0060009,HMO,Silver,497160,321118,176042,85421,51486,33935,0.171817926,0.160333585,0.192766499,32469,1408,25557,18257,29414,16960,16692,268,16025,5857,25,27237,14772,0.188130765,0.216523,0.124846334,0.122873527,0.001972808,0.117963591,0.04311468,0.000184031,0.200497619,0.10873998,14341,2691
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0060011,HMO,Silver,169466,110122,59344,30408,18849,11559,0.179434223,0.171164708,0.19477959,12427,500,10459,7710,9523,7397,7222,175,6082,1959,**,9719,5392,0.206981853,0.18845857,0.146385387,0.142922167,0.003463221,0.120361758,0.038768281,,0.192337377,0.106706774,4461,920
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0060012,HMO,Gold,215301,90232,125069,45701,20646,25055,0.212265619,0.228810178,0.200329418,13674,1201,10867,11601,13674,7756,7579,177,5404,4335,**,18641,3850,0.168410123,0.211911293,0.120197747,0.117454709,0.002743038,0.083747888,0.06718118,,0.288886823,0.059664946,9655,2515
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0070007,HMO,Silver,8441,5794,2647,1459,898,561,0.172846819,0.154987919,0.211938043,341,29,248,229,336,147,128,19,292,174,**,458,288,0.127637674,0.172928461,0.075656202,0.065877509,0.009778693,0.150283067,0.089552239,,0.235717962,0.148224395,101,26
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0070009,HMO,Silver,11408,7812,3596,2158,1380,778,0.189165498,0.176651306,0.216351502,489,36,389,399,419,216,199,17,327,330,**,835,485,0.129623459,0.139620127,0.071976008,0.06631123,0.005664778,0.108963679,0.109963346,,0.278240586,0.161612796,216,68
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0070011,HMO,Silver,2736,2177,559,411,255,156,0.150219298,0.11713367,0.279069767,186,**,151,116,118,127,108,19,79,31,**,121,77,0.214488636,0.167613636,0.180397727,0.153409091,0.026988636,0.112215909,0.044034091,,0.171875,0.109375,47,13
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0070012,HMO,Gold,4184,3234,950,741,472,269,0.17710325,0.145949289,0.283157895,277,34,298,153,249,205,205,**,88,72,**,238,102,0.238019169,0.198881789,0.163738019,0.163738019,,0.07028754,0.057507987,,0.190095847,0.081469649,117,22
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0080007,HMO,Silver,11633,8469,3164,2043,1367,676,0.175621078,0.161412209,0.213653603,716,30,755,960,653,439,439,**,362,363,**,449,335,0.224970203,0.194576877,0.130810489,0.130810489,,0.107866508,0.108164482,,0.133790226,0.099821216,127,41
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0080009,HMO,Silver,16594,11708,4886,3667,2789,878,0.220983488,0.238213188,0.179697094,989,41,778,441,914,429,429,**,663,654,**,1199,776,0.143728062,0.168852762,0.079253649,0.079253649,,0.122482912,0.120820248,,0.221503787,0.143358581,280,101
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0080011,HMO,Silver,12008,9037,2971,1899,1254,645,0.15814457,0.138762864,0.21709862,339,**,435,146,389,271,271,**,193,103,**,978,243,0.166539051,0.148928025,0.103751914,0.103751914,,0.07388974,0.039433384,,0.374425727,0.093032159,100,34
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0080012,HMO,Gold,10258,6609,3649,1727,1040,687,0.168356405,0.157361174,0.188270759,629,31,598,766,584,356,356,**,320,189,**,592,250,0.206992039,0.202146071,0.12322603,0.12322603,,0.110764971,0.065420561,,0.204915196,0.086535133,160,40
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0100007,HMO,Silver,226429,154513,71916,32293,24443,7850,0.142618658,0.158193809,0.109155125,13886,523,10327,4021,12188,8605,8395,210,7372,1525,15,11409,7390,0.175536707,0.207169689,0.146266424,0.142696877,0.003569547,0.125308086,0.025921708,0.000254968,0.193928371,0.125614047,3254,518
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0100009,HMO,Silver,5384068,3317729,2066339,791369,486445,304924,0.14698347,0.146619872,0.147567268,296058,18856,199507,172723,283403,149768,146428,3340,143468,51948,159,289262,130418,0.159869961,0.227097929,0.120012853,0.117336428,0.002676426,0.114964505,0.041627235,0.000127411,0.231792893,0.104507213,168944,32891
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0100011,HMO,Silver,1679791,1011857,667934,257055,156731,100324,0.153027966,0.154894417,0.150200469,94444,6765,67534,59021,89988,49372,48542,830,44565,18547,47,93126,39704,0.16762683,0.223360132,0.122546744,0.120486593,0.002060151,0.110615241,0.046035698,0.000116659,0.231148994,0.098549703,50234,11952
TX,87226,Superior Health Plan,No,6424284,983317,0.154313348,87226TX0100012,HMO,Gold,148529,90343,58186,24276,15441,8835,0.163442829,0.17091529,0.151840649,9315,553,7480,6201,8902,5846,5711,135,3924,2215,**,8326,3320,0.186939245,0.222477695,0.146102517,0.142728613,0.003373903,0.098068128,0.055357009,,0.208082373,0.082973034,5007,974
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030003,EPO,Bronze Expanded,520018,503030,16988,86787,78674,8113,0.1668923,0.156400215,0.477572404,35594,321,3380,8113,43387,114,114,**,74,1866,1431,21563,28973,0.033535738,0.430477835,0.001131087,0.001131087,,0.000734214,0.018514109,0.014198119,0.21394412,0.287464778,13261,1659
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030005,EPO,Gold,9926,9712,214,1717,1604,113,0.172980052,0.165156507,0.528037383,770,**,74,113,679,11,11,**,70,71,21,401,633,0.037755102,0.346428571,0.005612245,0.005612245,,0.035714286,0.03622449,0.010714286,0.204591837,0.322959184,166,25
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030017,EPO,Gold,15780,15463,317,2815,2660,155,0.178390368,0.17202354,0.488958991,1117,**,200,155,1620,,**,**,**,69,37,549,1026,0.057126535,0.462724936,,,,,0.019708655,0.010568409,0.156812339,0.293059126,266,45
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030023,EPO,Silver,180120,175007,5113,32313,30206,2107,0.179397069,0.17259881,0.412086837,13857,15,1365,2107,14345,78,78,**,96,1395,457,10229,10181,0.035783568,0.376055157,0.002044775,0.002044775,,0.002516647,0.03657002,0.011980286,0.268153935,0.266895612,3828,466
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030026,EPO,Catastrophic,5328,5090,238,968,882,86,0.181681682,0.173280943,0.361344538,504,**,40,86,489,,**,**,**,13,16,250,295,0.036264733,0.443336355,,,,,0.011786038,0.014505893,0.226654578,0.267452403,413,91
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030027,EPO,Bronze Expanded,137741,134798,2943,23564,22248,1316,0.171074698,0.165046959,0.447162759,10626,**,716,1316,10715,61,61,**,45,573,361,8356,7394,0.025371177,0.379681797,0.002161511,0.002161511,,0.001594557,0.020304029,0.012791893,0.296091563,0.262003473,4293,526
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030042,EPO,Silver,125823,122037,3786,22728,21063,1665,0.180634701,0.172595197,0.43977813,8846,34,1138,1665,10010,48,48,**,31,465,405,7468,6968,0.042889986,0.377266046,0.001809068,0.001809068,,0.001168356,0.017525346,0.015264011,0.281460822,0.262616365,1866,196
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030043,EPO,Gold,46457,45120,1337,8853,8507,346,0.190563317,0.188541667,0.258788332,3520,17,416,346,4092,15,15,**,**,149,116,2837,3058,0.038940373,0.383038472,0.0014041,0.0014041,,,0.013947393,0.010858373,0.265562108,0.286249181,671,60
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0030047,EPO,Silver,979794,944344,35450,185751,169423,16328,0.189581688,0.179408139,0.460592384,77220,918,7057,16328,80977,613,613,**,573,7369,2544,55616,59780,0.03289532,0.377464119,0.002857423,0.002857423,,0.002670968,0.034349668,0.011858537,0.259247002,0.278656965,17642,2135
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0060006,EPO,Gold,4885,4756,129,838,808,30,0.171545548,0.169890664,0.23255814,410,**,15,30,505,,**,**,**,43,34,160,290,0.014326648,0.482330468,,,,,0.041069723,0.032473734,0.152817574,0.276981853,82,15
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0060011,EPO,Silver,45442,44290,1152,8964,8456,508,0.197262444,0.190923459,0.440972222,3567,11,342,508,3757,,**,**,24,557,187,2693,2872,0.032783742,0.360141871,,,,0.002300613,0.053393405,0.017925613,0.258148006,0.275306748,823,120
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0060012,EPO,Silver,35401,34714,687,6206,5888,318,0.175305782,0.169614565,0.462882096,2857,55,278,318,2804,16,16,**,**,165,174,2210,1830,0.037180687,0.375016718,0.002139896,0.002139896,,,0.022067674,0.023271366,0.295573091,0.244750568,747,70
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0060015,EPO,Bronze Expanded,7385,7218,167,1235,1175,60,0.167230873,0.162787476,0.359281437,609,**,64,60,665,,**,**,**,61,63,266,449,0.040816327,0.424107143,,,,,0.038903061,0.040178571,0.169642857,0.286352041,264,28
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0060023,EPO,Bronze Expanded,59822,58412,1410,11413,10463,950,0.190782655,0.179124153,0.673758865,4567,20,387,950,5346,11,11,**,**,422,263,3178,2327,0.032428356,0.447963801,0.000921736,0.000921736,,,0.035361153,0.022037875,0.266297972,0.194989107,1542,197
WI,87416,Common Ground Healthcare Cooperative,No,2954348,475594,0.168334409,87416WI0060025,EPO,Gold,6248,6121,127,1157,1123,34,0.185179257,0.183466754,0.267716535,677,**,142,34,464,,**,**,**,86,25,379,301,0.101646385,0.332140301,,,,,0.061560487,0.01789549,0.271295634,0.215461704,128,25
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350068,PPO,Bronze Expanded,9961,9961,**,3548,3548,**,0.356189138,0.356189138,,**,**,383,**,1528,,**,**,560,299,**,269,509,0.10794814,0.430665163,,,,0.1578354,0.08427283,,0.075817362,0.143461105,421,31
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350069,PPO,Silver,67894,67894,**,19304,19304,**,0.284325566,0.284325566,,**,**,2508,**,6379,,**,**,4474,489,**,1489,3965,0.12992126,0.330449648,,,,0.231765437,0.025331538,,0.077134273,0.205397845,2543,283
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350070,PPO,Bronze,23039,23039,**,7458,7458,**,0.323711967,0.323711967,,**,**,891,**,3098,,**,**,1248,513,**,565,1143,0.119469027,0.415392867,,,,0.167337088,0.068785197,,0.075757576,0.153258246,943,94
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350083,PPO,Bronze Expanded,3612,3612,**,1145,1145,**,0.316998893,0.316998893,,**,**,124,**,322,,**,**,229,160,**,104,206,0.108296943,0.281222707,,,,0.2,0.139737991,,0.090829694,0.179912664,180,39
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350084,PPO,Bronze Expanded,57524,57524,**,21194,21194,**,0.368437522,0.368437522,,**,**,2210,**,7710,,**,**,3355,2777,**,1264,3878,0.104274795,0.363782203,,,,0.158299519,0.131027649,,0.059639521,0.182976314,3063,493
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350085,PPO,Bronze Expanded,47838,47838,**,17277,17277,**,0.361156403,0.361156403,,**,**,1530,**,5942,,**,**,2727,2165,**,1203,3710,0.088557041,0.34392545,,,,0.157839903,0.125311107,,0.069630144,0.214736355,2186,377
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350086,PPO,Bronze Expanded,75746,75746,**,25331,25331,**,0.334420299,0.334420299,,**,**,2564,**,8981,,**,**,3886,2541,**,3277,4082,0.101219849,0.354545813,,,,0.153408867,0.100311871,,0.129367179,0.161146421,4006,566
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350087,PPO,Silver,17789,17789,**,7072,7072,**,0.397549047,0.397549047,,**,**,542,**,1574,,**,**,1218,2213,**,355,1170,0.076640271,0.222567873,,,,0.172228507,0.312924208,,0.050197964,0.165441176,500,129
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350088,PPO,Silver,89123,89123,**,29028,29028,**,0.325707169,0.325707169,,**,**,2862,**,10202,,**,**,6206,1627,**,1245,6886,0.098594461,0.351453769,,,,0.213793579,0.056049332,,0.042889624,0.237219237,2863,375
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350089,PPO,Silver,94686,94686,**,32095,32095,**,0.338962465,0.338962465,,**,**,4671,**,10391,,**,**,6366,1081,**,1017,8569,0.145536688,0.323757595,,,,0.198348652,0.033681259,,0.031687179,0.266988628,3100,425
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350090,PPO,Silver,399015,399015,**,113043,113043,**,0.283305139,0.283305139,,**,**,12108,**,36148,,**,**,24054,5642,**,10366,24725,0.107109684,0.319772122,,,,0.212786285,0.049910211,,0.091699619,0.218722079,15897,2069
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350091,PPO,Bronze,15212,15212,**,5120,5120,**,0.336576387,0.336576387,,**,**,445,**,1886,,**,**,1021,413,**,451,904,0.086914063,0.368359375,,,,0.199414063,0.080664063,,0.088085938,0.1765625,759,108
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350092,PPO,Bronze,243037,243037,**,82926,82926,**,0.341207306,0.341207306,,**,**,8928,**,35235,,**,**,12819,4207,**,5010,16727,0.107662253,0.424896896,,,,0.154583605,0.050731978,,0.06041531,0.201709958,12664,1348
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350093,PPO,Bronze,274448,274448,**,89669,89669,**,0.326724917,0.326724917,,**,**,11652,**,34012,,**,**,14515,3837,**,7711,17942,0.129944574,0.379306115,,,,0.161873111,0.042790708,,0.085994045,0.200091447,11534,1150
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350094,PPO,Bronze,247572,247572,**,79814,79814,**,0.322387023,0.322387023,,**,**,8033,**,32282,,**,**,12090,5938,**,8705,12766,0.100646503,0.404465382,,,,0.151477184,0.074397975,,0.109066079,0.159946876,10497,1210
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350097,PPO,Gold,24144,24144,**,7489,7489,**,0.310180583,0.310180583,,**,**,1054,**,2234,,**,**,1674,366,**,700,1461,0.140739752,0.298304179,,,,0.223527841,0.048871678,,0.093470423,0.195086126,981,125
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350106,PPO,Gold,7274,7274,**,2750,2750,**,0.37805884,0.37805884,,**,**,182,**,865,,**,**,502,546,**,216,439,0.066181818,0.314545455,,,,0.182545455,0.198545455,,0.078545455,0.159636364,188,33
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350107,PPO,Gold,66468,66468,**,21444,21444,**,0.322621412,0.322621412,,**,**,2517,**,7437,,**,**,4257,1295,**,870,5068,0.11737549,0.346810297,,,,0.198517068,0.060389853,,0.040570789,0.236336504,2705,305
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350108,PPO,Gold,34138,34138,**,11908,11908,**,0.348819497,0.348819497,,**,**,1588,**,4033,,**,**,2341,746,**,308,2892,0.133355727,0.338679879,,,,0.196590527,0.06264696,,0.025864965,0.242861942,1275,158
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350109,PPO,Gold,153210,153210,**,46949,46949,**,0.306435611,0.306435611,,**,**,5615,**,14705,,**,**,8835,2977,**,5535,9282,0.119597862,0.313212209,,,,0.188182922,0.063409231,,0.117893885,0.197703891,7367,981
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350115,PPO,Silver,145781,145781,**,47770,47770,**,0.327683306,0.327683306,,**,**,5611,**,17387,,**,**,8913,2396,**,1800,11663,0.117458656,0.363973205,,,,0.186581537,0.050157002,,0.037680553,0.244149048,5019,709
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350118,PPO,Gold,19108,19108,**,5924,5924,**,0.310027214,0.310027214,,**,**,950,**,1929,,**,**,1223,464,**,340,1018,0.160364619,0.325624578,,,,0.206448346,0.078325456,,0.057393653,0.171843349,784,89
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350127,PPO,Gold,5957,5957,**,1842,1842,**,0.309216048,0.309216048,,**,**,237,**,589,,**,**,364,200,**,149,303,0.128664495,0.319761129,,,,0.197611292,0.108577633,,0.080890337,0.164495114,239,46
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350128,PPO,Gold,77460,77460,**,27389,27389,**,0.353588949,0.353588949,,**,**,4225,**,10013,,**,**,4697,1744,**,1131,5579,0.154259009,0.365584724,,,,0.171492205,0.063675198,,0.04129395,0.203694914,3379,472
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350129,PPO,Gold,37179,37179,**,12890,12890,**,0.346701095,0.346701095,,**,**,1611,**,4394,,**,**,2203,961,**,441,3280,0.124980605,0.340884407,,,,0.17090768,0.074553918,,0.034212568,0.254460822,1713,250
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0350130,PPO,Gold,166930,166930,**,49754,49754,**,0.298053076,0.298053076,,**,**,6828,**,15861,,**,**,8897,4211,**,4243,9714,0.137235197,0.318788439,,,,0.178819793,0.084636411,,0.085279576,0.195240584,7759,1033
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510057,HMO,Gold,6350,6350,**,2325,2325,**,0.366141732,0.366141732,,**,**,501,**,686,,**,**,323,72,**,334,409,0.215483871,0.295053763,,,,0.138924731,0.030967742,,0.143655914,0.175913978,405,75
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510058,HMO,Silver,9151,9151,**,3283,3283,**,0.358758606,0.358758606,,**,**,607,**,938,,**,**,499,219,**,311,709,0.184891867,0.285714286,,,,0.151995126,0.06670728,,0.094730429,0.215961011,462,83
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510060,HMO,Gold,10182,10182,**,3647,3647,**,0.358181104,0.358181104,,**,**,668,**,1121,,**,**,482,199,**,372,805,0.183164245,0.307375925,,,,0.132163422,0.054565396,,0.102001645,0.220729367,674,127
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510061,HMO,Silver,14905,14905,**,5636,5636,**,0.378128145,0.378128145,,**,**,993,**,1411,,**,**,835,322,**,999,1076,0.176188786,0.250354862,,,,0.14815472,0.057132718,,0.177253371,0.190915543,880,184
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510063,HMO,Gold,1226,1226,**,654,654,**,0.533442088,0.533442088,,**,**,110,**,213,,**,**,81,59,**,120,71,0.168195719,0.325688073,,,,0.123853211,0.090214067,,0.183486239,0.108562691,60,23
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510064,HMO,Silver,2595,2595,**,988,988,**,0.380732177,0.380732177,,**,**,194,**,286,,**,**,198,28,**,80,202,0.196356275,0.289473684,,,,0.200404858,0.028340081,,0.08097166,0.204453441,133,33
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510066,HMO,Gold,1820,1820,**,804,804,**,0.441758242,0.441758242,,**,**,215,**,256,,**,**,117,37,**,41,138,0.267412935,0.31840796,,,,0.145522388,0.0460199,,0.050995025,0.171641791,87,22
OK,87571,Blue Cross Blue Shield of Oklahoma,No,3012369,956350,0.317829086,87571OK0510067,HMO,Silver,3141,3141,**,1062,1062,**,0.338108883,0.338108883,,**,**,185,**,247,,**,**,136,52,**,130,312,0.174199623,0.232580038,,,,0.128060264,0.048964218,,0.122410546,0.293785311,143,31
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090007,HMO,Bronze Expanded,27619,26318,1301,1918,814,1104,0.069444947,0.030929402,0.848578017,388,28,280,673,204,22,22,**,17,16,**,**,705,0.225080386,0.163987138,0.017684887,0.017684887,,0.013665595,0.012861736,,,0.566720257,1027,121
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090008,HMO,Silver,7954,7623,331,510,290,220,0.064118682,0.038042765,0.664652568,92,**,**,106,55,,**,**,**,30,**,**,309,,0.139593909,,,,,0.076142132,,,0.784263959,186,37
